"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Interesting take on #Bitcoin from @TeslaMotors founder @elonmusk http://t.co/1HB9FHuVBT http://t.co/zcehFt24vL",FALSE,0,NA,2014-10-20 02:00:30,FALSE,NA,"524017281345806336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Matthewkenahan",0,FALSE,FALSE,NA,NA
"@elonmusk just curious if you've explored integrating solar tech into Tesla cars to constantly recharge and increase mileage?",FALSE,0,"elonmusk",2014-10-20 02:00:16,FALSE,NA,"524017223501766656","44196397","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mat_singleton",0,FALSE,FALSE,NA,NA
"@StricklandEric If that's a grandma car then please @elonmusk if I could have one I would shamelessly promote y'all. Hint hint @TeslaMotors",FALSE,1,"StricklandEric",2014-10-20 01:54:26,FALSE,"524015051674779650","524015756980518913","712679540","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaalongeG",0,FALSE,FALSE,NA,NA
"@elonmusk You asked what invention would help people:effective hearing aids, also Affordable.",FALSE,0,"elonmusk",2014-10-20 01:49:55,FALSE,NA,"524014617191002112","44196397","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LauraFDTilley",0,FALSE,FALSE,NA,NA
"Hoping @elonmusk of @TeslaMotors saw @Msbeervendor wearing our #LegalizeTesla shirt on @espn TV soccer last night! http://t.co/y2ck3bvLY1",FALSE,0,NA,2014-10-20 01:39:52,FALSE,NA,"524012090131226625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BorderJumperllc",0,FALSE,FALSE,NA,NA
"@MarkWSchumann @elonmusk Only because Marx and the Austrians agreed on muddling their analysis by conflating land and capital.",FALSE,0,"MarkWSchumann",2014-10-20 01:35:47,FALSE,"524010327344947200","524011063499448321","15704860","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iddqkfa",0,FALSE,FALSE,NA,NA
"RT @LeilaniMunter: In light of anti-Tesla bill in Michigan, relevant to share: Why We Need to Fight for Tesla http://t.co/rrf6CRSAbA @elonm…",FALSE,0,NA,2014-10-20 01:34:56,FALSE,NA,"524010846197133313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cargrlCHI",18,TRUE,FALSE,NA,NA
"If we can rework the 14th amendment, I’d support an @garyvee @elonmusk ticket",FALSE,0,NA,2014-10-20 01:34:21,FALSE,NA,"524010701070028803",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","kylecarlton",0,FALSE,FALSE,NA,NA
"@MarkWSchumann @elonmusk When capital is in short supply, it is never the fault of ""capitalists"", always the fault of monopolists or govmnt.",FALSE,0,"iddqkfa",2014-10-20 01:33:25,FALSE,"524009718201597953","524010467002306562","994478497","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iddqkfa",0,FALSE,FALSE,NA,NA
"@iddqkfa @elonmusk Well yes. But if I'm understanding correctly, that's not a premise of Marxism. (Maybe I'm wrong.)",FALSE,0,"iddqkfa",2014-10-20 01:32:52,FALSE,"524008724793266176","524010327344947200","994478497","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarkWSchumann",0,FALSE,FALSE,NA,NA
"@MarkWSchumann @elonmusk Capital is not like land-title or other privilege. Labor creates capital, so it's not naturally in short supply.",FALSE,0,"iddqkfa",2014-10-20 01:30:27,FALSE,"524008724793266176","524009718201597953","994478497","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iddqkfa",0,FALSE,FALSE,NA,NA
"RT @iansomerhalder: vanityfair's photo http://t.co/xSoaonielA @elonmusk you are my fricking HERO. I'm glad to call you a friend. Honored ev…",FALSE,0,NA,2014-10-20 01:30:05,FALSE,NA,"524009626963288064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","clairehwlt",1445,TRUE,FALSE,NA,NA
"@MarkWSchumann @elonmusk But anyone can save wages (or a citizen's dividend) or take a loan and start a business (""become a capitalist"")",FALSE,1,"iddqkfa",2014-10-20 01:26:30,FALSE,"524008289973981184","524008724793266176","994478497","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iddqkfa",0,FALSE,FALSE,NA,NA
"@elonmusk is one of my inspirations to become a successful entrepreneur.",FALSE,0,"elonmusk",2014-10-20 01:24:46,FALSE,NA,"524008290687418368","44196397","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vudi15",0,FALSE,FALSE,NA,NA
"@MarkWSchumann Not just anyone can compete for Ford, even w/o the patent and regulatory barriers, but there're examples (e.g., @elonmusk).",FALSE,0,"MarkWSchumann",2014-10-20 01:24:46,FALSE,"524006341023891457","524008289973981184","15704860","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iddqkfa",0,FALSE,FALSE,NA,NA
"Oh and also
Please invent a day between Sunday and Monday @elonmusk",FALSE,1,NA,2014-10-20 01:17:14,FALSE,NA,"524006392966172672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pr0x1ma",0,FALSE,FALSE,NA,NA
"Dear @elonmusk 
Please invent a way for me to do work while being asleep, please and thank you
-college students everywhere.",FALSE,0,NA,2014-10-20 01:14:03,FALSE,NA,"524005591703113728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pr0x1ma",0,FALSE,FALSE,NA,NA
"RT @Timothy_Sparks: The Mind Behind @Tesla, @SpaceX and @SolarCity - @ideas #ideapod @elonmusk https://t.co/AgxwYreyyn",FALSE,0,NA,2014-10-20 01:07:54,FALSE,NA,"524004045204094977",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ideas",1,TRUE,FALSE,NA,NA
"@SamHeughan @TeslaMotors @elonmusk is brilliant!!!",FALSE,0,"SamHeughan",2014-10-20 01:06:37,FALSE,"524000123823464448","524003721081270274","336445332","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dcrow86",0,FALSE,FALSE,NA,NA
"Watching @Elonmusk talk @TeslaMotors @SpaceX &amp; traveling to Mars http://t.co/7vmwscddme via @engadget @launchticker",FALSE,1,NA,2014-10-20 01:02:18,FALSE,NA,"524002633619476482",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","lukelightning",0,FALSE,FALSE,NA,NA
"I'm watching a 60 minutes from 2012 about Tesla and wow, @elonmusk has really done so well. Is it weird that I am really proud?",FALSE,0,NA,2014-10-20 00:59:48,FALSE,NA,"524002006307180545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaycubray",0,FALSE,FALSE,NA,NA
